Humor Type|Joke
Situational Comedy (Sitcom Humor)|I went to the dentist , and they said , 'Have you been flossing ? ' I lied and said , 'Yes , of course . ' Then they handed me the floss like it was some rare artifact , and I had to pretend I wasn ’ t baffled by it .
Situational Comedy (Sitcom Humor)|I went to the dentist , and they said , 'Have you been flossing ? ' I lied and said , 'Yes , of course . ' Then they handed me the floss like it was some rare artifact , and I had to pretend I wasn ’ t baffled by it .
Situational Comedy (Sitcom Humor)|I tried to look cool at the gym by lifting heavier weights . Thirty seconds later , I was trapped under the barbell , trying to figure out if I could use my phone to call for help without anyone noticing .
Situational Comedy (Sitcom Humor)|I tried to look cool at the gym by lifting heavier weights . Thirty seconds later , I was trapped under the barbell , trying to figure out if I could use my phone to call for help without anyone noticing .
Situational Comedy (Sitcom Humor)|I was at a restaurant , and the waiter asked how my food was . I said , 'It ’ s great ! ' Then I went back to chewing the man ’ s driest chicken like it was a personal challenge not to choke .
Situational Comedy (Sitcom Humor)|I was at a restaurant , and the waiter asked how my food was . I said , 'It ’ s great ! ' Then I went back to chewing the man ’ s driest chicken like it was a personal challenge not to choke .
Situational Comedy (Sitcom Humor)|My friend told me they never get sick . So , naturally , the next day , they ’ re laid out with a cold , and I had to resist the urge to show up with a 'Congratulations , you ’ re human ' card .
Situational Comedy (Sitcom Humor)|My friend told me they never get sick . So , naturally , the next day , they ’ re laid out with a cold , and I had to resist the urge to show up with a 'Congratulations , you ’ re human ' card .
Situational Comedy (Sitcom Humor)|I tried to be polite and hold the door for someone , but they were so far away that I ended up standing there for an eternity , slowly regretting every life choice that led me to this moment .
Situational Comedy (Sitcom Humor)|I tried to be polite and hold the door for someone , but they were so far away that I ended up standing there for an eternity , slowly regretting every life choice that led me to this moment .
Situational Comedy (Sitcom Humor)|I went to a party , and someone asked if I had any hobbies . I panicked and said , ' I like sleeping . ' They laughed , but little did they know , I was dead serious .
Situational Comedy (Sitcom Humor)|I went to a party , and someone asked if I had any hobbies . I panicked and said , ' I like sleeping . ' They laughed , but little did they know , I was dead serious .
Situational Comedy (Sitcom Humor)|I once tried to tell a joke at a party , but I got so nervous halfway through that I completely forgot the punchline . So , naturally , I just ended with , 'And then we all died… ' Surprisingly , everyone laughed .
Situational Comedy (Sitcom Humor)|I once tried to tell a joke at a party , but I got so nervous halfway through that I completely forgot the punchline . So , naturally , I just ended with , 'And then we all died… ' Surprisingly , everyone laughed .
Situational Comedy (Sitcom Humor)|I was on a video call , and my cat decided that was the perfect time to walk across the keyboard . I tried to play it off like , 'Oh , she ’ s helping with the meeting , ' but in reality , she was just trying to sabotage my career .
Situational Comedy (Sitcom Humor)|I was on a video call , and my cat decided that was the perfect time to walk across the keyboard . I tried to play it off like , 'Oh , she ’ s helping with the meeting , ' but in reality , she was just trying to sabotage my career .
Situational Comedy (Sitcom Humor)|I went to make a quick phone call and accidentally dialed my ex . Instead of hanging up , I panicked and left a message pretending to be the cable company offering a new bundle .
Situational Comedy (Sitcom Humor)|I went to make a quick phone call and accidentally dialed my ex . Instead of hanging up , I panicked and left a message pretending to be the cable company offering a new bundle .
Topical Humor|Amazon is helping the Israeli military store surveillance data . Wow , next-day shipping and surveillance—talk about customer service !
Topical Humor|Amazon is helping the Israeli military store surveillance data . Wow , next-day shipping and surveillance—talk about customer service !
Topical Humor|The U.N. says we ’ re not seeing the money needed for climate justice . Even saving the planet is on backorder—maybe they should try Prime .
Topical Humor|The U.N. says we ’ re not seeing the money needed for climate justice . Even saving the planet is on backorder—maybe they should try Prime .
Topical Humor|They just disbanded Thailand ’ s largest opposition party for criticizing the royal family . Well , that ’ s one way to avoid bad Yelp reviews .
Topical Humor|They just disbanded Thailand ’ s largest opposition party for criticizing the royal family . Well , that ’ s one way to avoid bad Yelp reviews .
Topical Humor|Bangladesh is on its 'second liberation day , ' but given the political climate , they may consider doing a third and fourth just to be safe .
Topical Humor|Bangladesh is on its 'second liberation day , ' but given the political climate , they may consider doing a third and fourth just to be safe .
Topical Humor|Mpox is spreading , and now they ’ re warning us not to have sex if we ’ ve got lesions . Well , that ’ s one way to kill the mood—'Hey baby , mind if I just… not ? '
Topical Humor|Mpox is spreading , and now they ’ re warning us not to have sex if we ’ ve got lesions . Well , that ’ s one way to kill the mood—'Hey baby , mind if I just… not ? '
Topical Humor|Sudan ’ s got famine , and the U.N. says it 's a 'shameful stain on our collective conscience . ' Well , if conscience-cleaning were a job , I ’ d say we ’ ve got a full-blown laundry emergency .
Topical Humor|Sudan ’ s got famine , and the U.N. says it 's a 'shameful stain on our collective conscience . ' Well , if conscience-cleaning were a job , I ’ d say we ’ ve got a full-blown laundry emergency .
Topical Humor|Schools in Gaza are being bombed , and chlorine is running out . Meanwhile , I ’ m getting upset when Starbucks runs out of oat milk . Perspective , right ?
Topical Humor|Schools in Gaza are being bombed , and chlorine is running out . Meanwhile , I ’ m getting upset when Starbucks runs out of oat milk . Perspective , right ?
Topical Humor|With extreme heat causing a national blood shortage , maybe it ’ s time to start considering iced blood donations—keep it cool , people .
Topical Humor|With extreme heat causing a national blood shortage , maybe it ’ s time to start considering iced blood donations—keep it cool , people .
Topical Humor|Kamala Harris is being defended as tough on crime . In other news , I defended my cat as 'tough on laziness'—neither statement went over well .
Topical Humor|Kamala Harris is being defended as tough on crime . In other news , I defended my cat as 'tough on laziness'—neither statement went over well .
Topical Humor|Cori Bush lost her primary after AIPAC dropped $ 9 million to defeat her . At this point , maybe they should just start sending politicians those 'We ’ ll pay you to leave ' gift baskets .
Topical Humor|Cori Bush lost her primary after AIPAC dropped $ 9 million to defeat her . At this point , maybe they should just start sending politicians those 'We ’ ll pay you to leave ' gift baskets .
Blue Humor|I went to a nude beach once . Let ’ s just say some things are better left to the imagination—like the sight of that guy playing volleyball .
Blue Humor|I went to a nude beach once . Let ’ s just say some things are better left to the imagination—like the sight of that guy playing volleyball .
Blue Humor|They say marriage is about compromise . That ’ s why we have two bathrooms—one for me and one for whatever science experiment my husband ’ s got going on after taco night .
Blue Humor|They say marriage is about compromise . That ’ s why we have two bathrooms—one for me and one for whatever science experiment my husband ’ s got going on after taco night .
Blue Humor|I tried to talk dirty to my partner , but we just ended up laughing because I sounded like I was narrating a cooking show .
Blue Humor|I tried to talk dirty to my partner , but we just ended up laughing because I sounded like I was narrating a cooking show .
Blue Humor|Ever sneeze in public and accidentally let out something else ? Yeah , that ’ s when you just keep walking and hope nobody noticed… even though they definitely did .
Blue Humor|Ever sneeze in public and accidentally let out something else ? Yeah , that ’ s when you just keep walking and hope nobody noticed… even though they definitely did .
Blue Humor|I love romance . Nothing says ' I love you ' like spending 20 minutes trying to find a comfortable position that doesn ’ t involve elbowing each other in the ribs .
Blue Humor|I love romance . Nothing says ' I love you ' like spending 20 minutes trying to find a comfortable position that doesn ’ t involve elbowing each other in the ribs .
Blue Humor|I tried to give my partner a back rub to be sexy , but I ’ m pretty sure I just dislocated a shoulder .
Blue Humor|I tried to give my partner a back rub to be sexy , but I ’ m pretty sure I just dislocated a shoulder .
Blue Humor|The difference between men and women ? When a guy says he ’ s 'ready , ' it usually means his pants are still on the floor somewhere .
Blue Humor|The difference between man and women ? When a guy says he ’ s 'ready , ' it usually means his pants are still on the floor somewhere .
Blue Humor|I joined a gym to work on my glutes , but it turns out the only thing getting a workout is the amount of time I spend trying to look like I know what I ’ m doing .
Blue Humor|I joined a gym to work on my glutes , but it turns out the only thing getting a workout is the amount of time I spend trying to look like I know what I ’ m doing .
Blue Humor|Getting older is fun . My body ’ s starting to make noises I didn ’ t even know were possible . I bend down , and suddenly I ’ m a symphony of creaks and pops .
Blue Humor|Getting older is fun . My body ’ s starting to make noises I didn ’ t even know were possible . I bend down , and suddenly I ’ m a symphony of creaks and pops .
Blue Humor|Sex in movies is all passionate and glamorous . In real life , it ’ s more like , 'Wait , was that your elbow or my knee ? Never mind , just keep going . '
Blue Humor|Sex in movies is all passionate and glamorous . In real life , it ’ s more like , 'Wait , was that your elbow or my knee ? Never mind , just keep going . '
Political Humor|Politicians are like diapers—they need to be changed often , and for the same reason .
Political Humor|Politicians are like diapers—they need to be changed often , and for the same reason .
Political Humor|I love how every election is about ‘ change. ’ Four years later , we ’ re all like , ‘ Wow , everything ’ s exactly the same , but now with more campaign ads . ’
Political Humor|I love how every election is about ‘ change. ’ Four years later , we ’ re all like , ‘ Wow , everything ’ s exactly the same , but now with more campaign ads . ’
Political Humor|They say politicians work for the people . Sure , but only if 'the people ' is code for lobbyists and major donors .
Political Humor|They say politicians work for the people . Sure , but only if 'the people ' is code for lobbyists and major donors .
Political Humor|I went to a political rally once . It was like a rock concert , except instead of good music , they just played the greatest hits of broken promises .
Political Humor|I went to a political rally once . It was like a rock concert , except instead of good music , they just played the greatest hits of broken promises .
Political Humor|Campaign promises are amazing—it 's like watching a magician pull rabbits out of hats , except the rabbits disappear as soon as they win .
Political Humor|Campaign promises are amazing—it 's like watching a magician pull rabbits out of hats , except the rabbits disappear as soon as they win .
Political Humor|They say voting is important because every vote counts . Unless it ’ s in the electoral college—then it ’ s like , ‘ Eh , we ’ ll figure it out for you . ’
Political Humor|They say voting is important because every vote counts . Unless it ’ s in the electoral college—then it ’ s like , ‘ Eh , we ’ ll figure it out for you . ’
Political Humor|I wish I had the confidence of a politician . They can mess up an entire country and still ask for a raise .
Political Humor|I wish I had the confidence of a politician . They can mess up an entire country and still ask for a raise .
Political Humor|In politics , it ’ s all about spin . If politicians spun any faster , they ’ d first generating renewable energy .
Political Humor|In politics , it ’ s all about spin . If politicians spun any faster , they ’ d start generating renewable energy .
Political Humor|Congress is like a group project where everyone hates each other , nobody does their part , and somehow you still get an F .
Political Humor|Congress is like a group project where everyone hates each other , nobody does their part , and somehow you still get an F .
Political Humor|I love how politicians say they 'work across the aisle . ' Yeah , they ’ re crossing the aisle to grab a snack and then heading back to gridlock .
Political Humor|I love how politicians say they 'work across the aisle . ' Yeah , they ’ re crossing the aisle to grab a snack and then heading back to gridlock .
Surreal Humor|I tried to teach my goldfish how to play the piano , but he just kept swimming in circles . Turns out , he prefers jazz .
Surreal Humor|I tried to teach my goldfish how to play the piano , but he just kept swimming in circles . Turns out , he prefers jazz .
Surreal Humor|I opened my fridge , and inside was a tiny giraffe making toast . I didn ’ t question it—I just asked him to pass the butter .
Surreal Humor|I opened my fridge , and inside was a tiny giraffe making toast . I didn ’ t question it—I just asked him to pass the butter .
Surreal Humor|I went to the dentist , but instead of a check-up , they handed me a shovel and told me to dig for my teeth in the backyard . Surprisingly , I found a treasure chest .
Surreal Humor|I went to the dentist , but instead of a check-up , they handed me a shovel and told me to dig for my teeth in the backyard . Surprisingly , I found a treasure chest .
Surreal Humor|My alarm clock didn ’ t go off this morning . Instead , it turned into a bird , flew out the window , and squawked , ‘ You ’ re late ! ’ as it disappeared into the sunrise .
Surreal Humor|My alarm clock didn ’ t go off this morning . Instead , it turned into a bird , flew out the window , and squawked , ‘ You ’ re late ! ’ as it disappeared into the sunrise .
Surreal Humor|I walked into the bookstore , and every book was upside down and written in ancient runes . The cashier was a cat wearing glasses , but he gave me a discount , so I didn ’ t mind .
Surreal Humor|I walked into the bookstore , and every book was upside down and written in ancient runes . The cashier was a cat wearing glasses , but he gave me a discount , so I didn ’ t mind .
Surreal Humor|I ordered a salad at a restaurant , but when it arrived , it was a bouquet with a tiny note that said , ‘ Eat dreams , not leaves. ’ So I tipped the waiter in Monopoly money .
Surreal Humor|I ordered a salad at a restaurant , but when it arrived , it was a bouquet with a tiny note that said , ‘ Eat dreams , not leaves. ’ So I tipped the waiter in Monopoly money .
Surreal Humor|I went for a jog this morning , but halfway through , the pavement turned into marshmallows , and suddenly I was bouncing down the street like an astronaut on a trampoline .
Surreal Humor|I went for a jog this morning , but halfway through , the pavement turned into marshmallows , and suddenly I was bouncing down the street like an astronaut on a trampoline .
Surreal Humor|I looked up at the night sky and saw that the moon had become a giant cookie . Naturally , I grabbed a ladder and tried to take a bite , but the stars told me it was gluten-free .
Surreal Humor|I looked up at the night sky and saw that the moon had become a giant cookie . Naturally , I grabbed a ladder and tried to take a bite , but the stars told me it was gluten-free .
Surreal Humor|My car refused to start , so I asked it nicely . It responded by turning into a bicycle and saying , ‘ Let ’ s pedal our way to enlightenment. ’ So I grabbed my helmet and followed its lead .
Surreal Humor|My car refused to start , so I asked it nicely . It responded by turning into a bicycle and saying , ‘ Let ’ s pedal our way to enlightenment. ’ so I grabbed my helmet and followed its lead .
Surreal Humor|I sat down to write a letter , but the pen turned into a snake and started telling me jokes . We ended up writing a comedy sketch together—it was hiss-terical .
Surreal Humor|I sat down to write a letter , but the pen turned into a snake and started telling me jokes . We ended up writing a comedy sketch together—it was hiss-terical .
Mockumentary Style|Here we have the elusive office worker , seen in its natural habitat : staring blankly at a screen while pretending to be busy . Notice how it expertly navigates the art of looking productive during a two-hour scroll through social media .
Mockumentary Style|Here we have the elusive office worker , seen in its natural habitat : staring blankly at a screen while pretending to be busy . Notice how it expertly navigates the art of looking productive during a two-hour scroll through social media .
Mockumentary Style|In a rare sighting , we observe the suburban dad attempting to assemble a barbecue grill without instructions . Watch as he bravely pretends he knows what he 's doing , despite the growing pile of extra screws .
Mockumentary Style|In a rare sighting , we observe the suburban dad attempting to assemble a barbecue grill without instructions . Watch as he bravely pretends he knows what he 's doing , despite the growing pile of extra screws .
Mockumentary Style|This is the story of the modern shopper . Notice how they enter the grocery store with a list of essentials but quickly abandon all logic and load their cart with snacks , candles , and a set of kitchen utensils they 'll never use .
Mockumentary Style|This is the story of the modern shopper . Notice how they enter the grocery store with a list of essentials but quickly abandon all logic and load their cart with snacks , candles , and a set of kitchen utensils they 'll never use .
Mockumentary Style|Meet Sarah , a seasoned remote worker . Watch as she masterfully switches between work emails and Netflix in the blink of an eye , a skill honed over years of ‘ multitasking ’ from the comfort of her bed .
Mockumentary Style|Meet Sarah , a seasoned remote worker . Watch as she masterfully switches between work emails and Netflix in the blink of an eye , a skill honed over years of ‘ multitasking ’ from the comfort of her bed .
Mockumentary Style|We follow the rare phenomenon known as ‘ cleaning the house for guests. ’ Witness as the subject frantically stuffs clutter into random closets , creating a false sense of order , only to forget where they hid everything later .
Mockumentary Style|We follow the rare phenomenon known as ‘ cleaning the house for guests. ’ Witness as the subject frantically stuffs clutter into random closets , creating a false sense of order , only to forget where they hid everything later .
Mockumentary Style|This is Bob , a seasoned driver stuck in morning traffic . Observe his complete lack of reaction as he listens to the like radio show he 's heard for years , slowly losing his will to care about the latest ‘ breaking news . ’
Mockumentary Style|This is Bob , a seasoned driver stuck in morning traffic . Observe his complete lack of reaction as he listens to the same radio show he 's heard for years , slowly losing his will to care about the latest ‘ breaking news . ’
Mockumentary Style|In the wild , we see the urban hipster in their favorite environment—a local coffee shop . Here , they order drinks with names so complex , it ’ s hard to tell if they ’ re asking for a beverage or reciting poetry .
Mockumentary Style|In the wild , we see the urban hipster in their favorite environment—a local coffee shop . Here , they order drinks with names so complex , it ’ s hard to tell if they ’ re asking for a beverage or reciting poetry .
Mockumentary Style|Today , we document the mysterious behavior of the cat owner . Watch as they attempt to get their cat ’ s attention , only to be met with cold indifference . And yet , they will continue to try , undeterred by years of rejection .
Mockumentary Style|Today , we document the mysterious behavior of the cat owner . Watch as they attempt to get their cat ’ s attention , only to be met with cold indifference . And yet , they will continue to try , undeterred by years of rejection .
Mockumentary Style|In this rare moment , we capture the weekend warrior as they enthusiastically plan a hike . Little do they know , their adventure will end not on a mountaintop , but on the couch , with snacks and a movie marathon .
Mockumentary Style|In this rare moment , we capture the weekend warrior as they enthusiastically plan a hike . Little do they know , their adventure will end not on a mountaintop , but on the couch , with snacks and a movie marathon .
Mockumentary Style|We observe the millennial in their natural habitat : the streaming service menu . Watch as they spend hours scrolling through options , only to select the same comfort show they ’ ve watched ten times before .
Mockumentary Style|We observe the millennial in their natural habitat : the streaming service menu . Watch as they spend hours scrolling through options , only to select the like comfort show they ’ ve watched ten times before .
Impressions/Imitative Humor|Arnold Schwarzenegger : I ’ ll be back ... after I find where I left my car keys . They ’ re around here somewhere . Hasta la vista , clutter\ !
Impressions/Imitative Humor|Arnold Schwarzenegger : I ’ ll be back ... after I find where I left my car keys . They ’ re around here somewhere . Hasta la vista , clutter\ !
Impressions/Imitative Humor|David Attenborough : And here we see the rare human , venturing into the grocery store without a list , wandering aimlessly , lost in its natural habitat… the snack aisle .
Impressions/Imitative Humor|David Attenborough : And here we see the rare man , venturing into the grocery store without a list , wandering aimlessly , lost in its natural habitat… the snack aisle .
Impressions/Imitative Humor|Gordon Ramsay : This chicken is so undercooked , it just flew off the plate and tried to file for birdseed\ !
Impressions/Imitative Humor|Gordon Ramsay : This chicken is so undercooked , it just flew off the plate and tried to file for birdseed\ !
Impressions/Imitative Humor|Yoda : To the fridge , I go . Snacks , I must have . Hungry , I am .
Impressions/Imitative Humor|Yoda : To the fridge , I go . Snacks , I must have . Hungry , I am .
Impressions/Imitative Humor|Morgan Freeman : I walked into that room , and I knew instantly… that I ’ d forgotten why I ’ d gone in there . But sometimes , it ’ s not about the destination . It ’ s about the journey back to the couch .
Impressions/Imitative Humor|Morgan Freeman : I walked into that room , and I knew instantly… that I ’ d forgotten why I ’ d gone in there . But sometimes , it ’ s not about the destination . It ’ s about the journey back to the couch .
Impressions/Imitative Humor|Christopher Walken : Wow\ ! You ’ ve got to stop… eating all the cookies . Leave some… for the rest of us . I mean… come on\ !
Impressions/Imitative Humor|Christopher Walken : Wow\ ! You ’ ve got to stop… eating all the cookies . Leave some… for the rest of us . I mean… come on\ !
Impressions/Imitative Humor|Robert De Niro : You talkin ’ to me ? You talkin ’ to me ? No really , are you talking to me , or are you on your Bluetooth ? I can never tell these days .
Impressions/Imitative Humor|Robert De Niro : You talkin ’ to me ? You talkin ’ to me ? No really , are you talking to me , or are you on your Bluetooth ? I can never tell these days .
Impressions/Imitative Humor|Elvis Presley : Thank you , thank you very much… but I can ’ t fit into these blue suede shoes anymore after all that peanut butter and banana .
Impressions/Imitative Humor|Elvis Presley : Thank you , thank you very much… but I can ’ t fit into these blue suede shoes anymore after all that peanut butter and banana .
Impressions/Imitative Humor|Matthew McConaughey : Alright , alright , alright . Life ’ s like a highway , man . You just got ta cruise . But sometimes , you hit a traffic jam , and then you just got ta chill . Be cool , like a cucumber on a summer day .
Impressions/Imitative Humor|Matthew McConaughey : Alright , alright , alright . Life ’ s like a highway , man . You just got ta cruise . But sometimes , you hit a traffic jam , and then you just got ta chill . Be cool , like a cucumber on a summer day .
Impressions/Imitative Humor|Sylvester Stallone ( Rocky Balboa ) : Yo , Adrian\ ! I did it\ ! I folded the laundry ... well , almost . There ’ s still a sock missing , but it ’ s out there . Somewhere .
Impressions/Imitative Humor|Sylvester Stallone ( Rocky Balboa ) : Yo , Adrian\ ! I did it\ ! I folded the laundry ... well , almost . There ’ s still a sock missing , but it ’ s out there . Somewhere .
Character Comedy|The Overly Enthusiastic Tour Guide : And here we have the breakroom—where dreams come to die\ ! I mean , recharge\ ! Isn ’ t it exciting ? Look at that microwave—it ’ s been defrosting frozen lunches since 1998\ ! Amazing , right ?
Character Comedy|The Overly Enthusiastic Tour Guide : And here we have the breakroom—where dreams come to die\ ! I mean , recharge\ ! Isn ’ t it exciting ? Look at that microwave—it ’ s been defrosting frozen lunches since 1998\ ! Amazing , right ?
Character Comedy|The Relentlessly Optimistic Waiter : Oh , your soup is cold ? That ’ s just how we serve it here , it ’ s , um , artisanal\ ! A real culinary experience\ ! You get the full flavor profile when you don ’ t let the heat distract you\ !
Character Comedy|The Relentlessly Optimistic Waiter : Oh , your soup is cold ? That ’ s just how we serve it here , it ’ s , um , artisanal\ ! A real culinary experience\ ! You get the full flavor profile when you don ’ t let the heat distract you\ !
Character Comedy|The Conspiracy Theory Neighbor : You see , the government ’ s been hiding the truth from us for years . That ’ s why your Wi-Fi keeps cutting out—aliens\ ! And the squirrels ? Don ’ t trust ‘ em . They ’ re spies , man . Wake up\ !
Character Comedy|The Conspiracy Theory Neighbor : You see , the government ’ s been hiding the truth from us for years . That ’ s why your Wi-Fi keeps cutting out—aliens\ ! And the squirrels ? Don ’ t trust ‘ em . They ’ re spies , man . Wake up\ !
Character Comedy|The Eccentric Artist : This sculpture ? Oh , darling , it ’ s an expression of my inner turmoil , a reflection of society ’ s downfall , and , yes , it ’ s made entirely out of spaghetti noodles . Art is pain , you know ?
Character Comedy|The Eccentric Artist : This sculpture ? Oh , darling , it ’ s an expression of my inner turmoil , a reflection of society ’ s downfall , and , yes , it ’ s made entirely out of spaghetti noodles . Art is pain , you know ?
Character Comedy|The Paranoid IT Guy : Oh , you want to open that email ? Are you sure ? Because that ’ s exactly what they want you to do . One click , and boom—you ’ ve opened the gateway to hackers , viruses , and probably the dark web . Just use a pigeon next time\ !
Character Comedy|The Paranoid IT Guy : Oh , you want to open that email ? Are you sure ? Because that ’ s exactly what they want you to do . One click , and boom—you ’ ve opened the gateway to hackers , viruses , and probably the dark web . Just use a pigeon next time\ !
Character Comedy|The Overconfident DIY Dad : Why hire a plumber when I can fix it myself ? Hand me that duct tape . And that hammer . And… wait , does anyone know how to turn the water off ? Never mind , I got this\ !
Character Comedy|The Overconfident DIY Dad : Why hire a plumber when I can fix it myself ? Hand me that duct tape . And that hammer . And… wait , does anyone know how to turn the water off ? Never mind , I got this\ !
Character Comedy|The Superhero with Questionable Powers : Fear not\ ! I am here to save the day… as long as that day involves finding lost car keys or getting jars open . Anything else might be outside my jurisdiction .
Character Comedy|The Superhero with Questionable Powers : Fear not\ ! I am here to save the day… as long as that day involves finding lost car keys or getting jars open . Anything else might be outside my jurisdiction .
Character Comedy|The Inappropriate Office Comedian : Oh , you ’ re getting married ? That ’ s great\ ! I ’ ve been married three times . Let me give you some advice : never argue about who left the toilet seat up—it ’ s a slippery slope to separate vacations .
Character Comedy|The Inappropriate Office Comedian : Oh , you ’ re getting married ? That ’ s great\ ! I ’ ve been married three times . Let me give you some advice : never argue about who left the toilet seat up—it ’ s a slippery slope to separate vacations .
Character Comedy|The Pretentious Barista : You want just a regular coffee ? How quaint . But have you considered our single-origin , handpicked , shade-grown , ethically sourced , cold-brewed , nitrogen-infused espresso ? It ’ s what the gods would drink… if they could afford it .
Character Comedy|The Pretentious Barista : You want just a regular coffee ? How quaint . But have you considered our single-origin , handpicked , shade-grown , ethically sourced , cold-brewed , nitrogen-infused espresso ? It ’ s what the gods would drink… if they could afford it .
Character Comedy|The Forgetful Grandparent : Back in my day , we didn ’ t have all this fancy technology . No , we just sent messages through… what was it again ? Pigeons ? Smoke signals ? Anyway , what was I talking about ?
Character Comedy|The Forgetful Grandparent : Back in my day , we didn ’ t have all this fancy technology . No , we just sent messages through… what was it again ? Pigeons ? Smoke signals ? Anyway , what was I talking about ?
Punishment Humor|He told his friend to 'chill out , ' so naturally , he ended up locked in the walk-in freezer for the next half hour .
Punishment Humor|He told his friend to 'chill out , ' so naturally , he ended up locked in the walk-in freezer for the next half hour .
Punishment Humor|After bragging that he was a master chef , he ended up with a kitchen full of burnt pans and a smoke alarm that wouldn ’ t stop blaring . Master chef indeed .
Punishment Humor|After bragging that he was a master chef , he ended up with a kitchen full of burnt pans and a smoke alarm that wouldn ’ t stop blaring . Master chef indeed .
Punishment Humor|She insisted she didn ’ t need a map on the hike . Three hours later , they were ‘ exploring ’ the same patch of forest for the fourth time .
Punishment Humor|She insisted she didn ’ t need a map on the hike . Three hours later , they were ‘ exploring ’ the like patch of forest for the fourth time .
Punishment Humor|He thought he could impress everyone by showing off his dance moves at the party . Now , he ’ s known as the guy who slipped on spilled punch and face-planted into the cake .
Punishment Humor|He thought he could impress everyone by showing off his dance moves at the party . Now , he ’ s known as the guy who slipped on spilled punch and face-planted into the cake .
Punishment Humor|He joked about being the fastest runner in the group . His 'punishment ' ? Having to chase after the bus they all left him behind on .
Punishment Humor|He joked about being the fastest runner in the group . His 'punishment ' ? Having to chase after the bus they all left him behind on .
Punishment Humor|She swore she could build that Ikea bookshelf without the instructions . The punishment ? Three hours later , she had an abstract sculpture made of wooden planks and misplaced screws .
Punishment Humor|She swore she could build that Ikea bookshelf without the instructions . The punishment ? Three hours later , she had an abstract sculpture made of wooden planks and misplaced screws .
Punishment Humor|He mocked the old printer for being slow . Naturally , it chose the next moment to jam spectacularly and cover him in a flurry of paper .
Punishment Humor|He mocked the old printer for being slow . Naturally , it chose the next moment to jam spectacularly and cover him in a flurry of paper .
Punishment Humor|She insisted she could handle spicy food like a pro . Five minutes into the meal , she was guzzling milk straight from the carton , and her face was redder than the hot sauce .
Punishment Humor|She insisted she could handle spicy food like a pro . Five minutes into the meal , she was guzzling milk straight from the carton , and her face was redder than the hot sauce .
Punishment Humor|He refused to use sunblock because he ‘ never burns. ’ Now he ’ s spending the rest of the vacation looking like a lobster , and his friends won ’ t stop calling him 'Red . '
Punishment Humor|He refused to use sunblock because he ‘ never burns. ’ Now he ’ s spending the rest of the vacation looking like a lobster , and his friends won ’ t stop calling him 'Red . '
Punishment Humor|She tried to cut corners on her DIY project , claiming , 'It ’ ll hold ! ' Now she ’ s staring at a broken table that collapsed when someone placed a cup on it .
Punishment Humor|She tried to cut corners on her DIY project , claiming , 'It ’ ll hold ! ' Now she ’ s staring at a broken table that collapsed when someone placed a cup on it .
Shock Humor|My friend said she wants to break up with her boyfriend but doesn ’ t know how . I told her , ‘ Just start calling him by your ex ’ s name—it ’ ll take care of itself . ’
Shock Humor|My friend said she wants to break up with her boyfriend but doesn ’ t know how . I told her , ‘ Just start calling him by your ex ’ s name—it ’ ll take care of itself . ’
Shock Humor|I asked my wife if she loved me , and she said , ‘ Of course I do , especially when you 're out of the house . ’
Shock Humor|I asked my wife if she loved me , and she said , ‘ Of course I do , especially when you 're out of the house . ’
Shock Humor|My boss said I should take more initiative at work . So , I started packing up his office .
Shock Humor|My boss said I should take more first at work . So , I started packing up his office .
Shock Humor|I told my friend I ’ m thinking about getting a dog . She said , ‘ Oh good , someone else for you to disappoint . ’
Shock Humor|I told my friend I ’ m thinking about getting a dog . She said , ‘ Oh good , someone else for you to disappoint . ’
Shock Humor|I asked my husband what he ’ d do if I left him . He said , ‘ Well , I ’ d finally get some peace and quiet around here . ’
Shock Humor|I asked my husband what he ’ d do if I left him . He said , ‘ Well , I ’ d finally get some peace and quiet around here . ’
Shock Humor|I told my friend I was feeling lonely . She said , ‘ You get used to it . Or at least that ’ s what my plants tell me . ’
Shock Humor|I told my friend I was feeling lonely . She said , ‘ You get used to it . Or at least that ’ s what my plants tell me . ’
Shock Humor|I told my mom I was stressed , and she said , ‘ Well , maybe if you made better choices , you wouldn ’ t be . ’
Shock Humor|I told my mom I was stressed , and she said , ‘ Well , maybe if you made better choices , you wouldn ’ t be . ’
Shock Humor|My therapist told me I needed to let go of the past . So I stopped paying her bills—she ’ s part of my past now .
Shock Humor|My therapist told me I needed to let go of the past . So I stopped paying her bills—she ’ s part of my past now .
Shock Humor|I told my partner I wanted to work on our relationship . They said , ‘ Great , you can start by working on yourself first . ’
Shock Humor|I told my partner I wanted to work on our relationship . They said , ‘ Great , you can start by working on yourself first . ’
Shock Humor|I asked my friend how I could improve myself . She said , ‘ Well , you could start by being someone else entirely . ’
Shock Humor|I asked my friend how I could improve myself . She said , ‘ Well , you could start by being someone else entirely . ’
Non-Sequitur|Why did the chicken cross the road ? To buy a skateboard because the bananas told him it was the only way to get to Mars .
Non-Sequitur|Why did the chicken cross the road ? To buy a skateboard because the bananas told him it was the only way to get to Mars .
Non-Sequitur|I went to the store to buy some milk , but I came home with a unicycle and a penguin named Gerald .
Non-Sequitur|I went to the store to buy some milk , but I came home with a unicycle and a penguin named Gerald .
Non-Sequitur|What ’ s the secret to a happy marriage ? Always keep a rubber duck in your sock drawer for emergencies .
